masked_id,Date,Des1,Des2,Des3
25,11242016,Business  Deposit Only – Special Relationship flow,EFORM ACCESS,REPORT_ACCOUNT_CLOSE
25,11242016,Consumer Establish/Maintain Remittance Agreement,New Deposit Account Open funded via Debit/Credit Card,Service Setup Direct Deposit
25,11242016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
25,11242016,Authorized Debit,DEP_PRODUCTS_AND_RATES,Referral to Business Banking Group (BBG) partner
25,12012016,Account Maintenance,Customer Maintenance Identification,PHOTOCOPIES
25,12012016,Verify WFB Funds,Withdrawal Reversal,TRAVEL PLAN MAINTENANCE
25,12012016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
25,12012016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
25,12032016,CNA Added,M/G/F ,SCHEDULED TRANSFER
25,12032016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
25,12032016,CREDIT CARD REWARDS,ONLINE PROFILE MAINTENANCE,Stop Payment Add
25,12032016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
25,12062016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
25,12102016,CIVSALES_PMA_ACCOUNT_CONVERSION,IRA Direct Roll Over,RESEARCH
25,12152016,Account Maintenance,Customer Maintenance Identification,PHOTOCOPIES
25,12152016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
25,12152016,CIVSALES_CUST_PROFILE_EDITS,HOME EQUITY OFFER STATS,REPORT_SESSION_START
25,12152016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
25,12162016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
25,12162016,Balance Inquiry,Deposit,Referral to Business Insurance partner
25,12162016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
25,12182016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
25,12182016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
25,12212016,CNA Added,M/G/F ,SCHEDULED TRANSFER
25,12222016,CIVSALES_CARDS (PI),Funds Transfer Deleted,REPORT_MORE_HISTORY
25,12242016,Bank Product Purchase Reversal,Deposit Check,Referral to Mortgage partner
25,12242016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
25,12252016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
25,12252016,CNA Added,M/G/F ,SCHEDULED TRANSFER
25,12252016,CIVSALES_SAVE_AS_YOU_GO_MAINTENANCE,IRA Unscheduled Distribution,Reverse Fee Decision
25,12252016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
25,12262016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
25,12282016,Consumer Recommendations Create MSR,NEW_ACCT_FUNDING_INFO,Settlements
25,12282016,Consumer  New ATM/Check Card Only flow selected,My Retirement Plan Updated,Service Open - Business ATM Check Card
25,12292016,CIVSALES_CREDIT_OPTION_GUIDE,Global Remittance,REPORT_SALES_TRACKING
25,12302016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
25,12312016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
26,07012016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
26,07022016,Bank Product Purchase,Deposit Advance Reversal,Referral to Merchant Services partner
26,07022016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
26,07022016,CreateMSR,ODP DETAIL,Stamps Reversal
26,07032016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
26,07032016,CIVSSALES_PMA_ACCOUNT_LINKAGES,LINE_LOAN_DELINQUENT,RIGHT_PANEL_QUICK_LINKS
26,07032016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
26,07052016,Consumer  Credit Only flow selected,My Retirement Plan New,Service Fee History hyperlink accessed
26,07072016,Balance Inquiry,Deposit,Referral to Business Insurance partner
26,07092016,Close,LOST/STOLEN/FRAUD,SALES_SUPERVISOR_APPROVAL_OUTCOME
26,07092016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
26,07092016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
26,07092016,CHECK ORDER,FTO CONVERTER REQUEST,REPORT_ERROR_COMMENT
26,07102016,College Information Maintenance,Memo,SELL_CREDIT
26,07112016,Bank Product Purchase,Deposit Advance Reversal,Referral to Merchant Services partner
26,07112016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
26,07112016,CIVSALES_NEW_CUSTOMER­_PROFILE,Interest,REPORT_SUGGESTION
26,07112016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
26,07122016,ADDRESS CHANGE,Customer Snapshot Inquiry,POS Merchandise Credit Reversal
26,07132016,Consumer  Credit Only flow selected,My Retirement Plan New,Service Fee History hyperlink accessed
26,07142016,Cash EE Bond,Error,REPORT_AUTO_DELINK
26,07142016,CIV_SPECIAL_RATES,Funds Transfer Create,REPORT_IBK_STATS
26,07142016,Customer Address Change,Overdraft Protection Transfer Reversal,Transfer of Debit
26,07152016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
26,07152016,CIVSALES_CREDIT_OPTION_GUIDE,Global Remittance,REPORT_SALES_TRACKING
26,07152016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
26,07152016,Cancelled,EMAIL MAINTENANCE,REPORT_ACCOUNTCONVERSION
26,07172016,CIVSALES_NEW_CUSTOMER­_PROFILE,Interest,REPORT_SUGGESTION
26,07252016,CIVSALES_ONLINE_BANKING_BILL_PAY,Internal debit reversal,REPORT_WAY2SAVE
26,07262016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
26,07262016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
26,07272016,CNA Added,M/G/F ,SCHEDULED TRANSFER
26,07272016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
26,07272016,Balance Transfer Initiated,Deposit (Food Stamps),Referral to Business Payroll partner
26,07282016,Bank Product Purchase Reversal,Deposit Check,Referral to Mortgage partner
26,07312016,Close,LOST/STOLEN/FRAUD,SALES_SUPERVISOR_APPROVAL_OUTCOME
26,07312016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
26,07312016,Customer Address Change,Overdraft Protection Transfer Reversal,Transfer of Debit
26,07312016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
26,08012016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
26,08032016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
26,08062016,Check Card Credit,Fee Decision Tool Approval Queue,REPORT_CTI_REGISTER
26,08072016,CLAIMS_PROCESSING,Log On,Risk Screen Failure
26,08112016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
26,08112016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
26,08112016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
26,08112016,CLAIMS_PROCESSING,Log On,Risk Screen Failure
26,08132016,Add Banker Note,Customer Phone Change,POS Debit
26,08172016,College Information Maintenance,Memo,SELL_CREDIT
26,08172016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
26,08212016,Common Customer Event History tool Account Level,Merchant Card,Service Add Maintain Auto Pay
26,08212016,CHECK ORDER,FTO CONVERTER REQUEST,REPORT_ERROR_COMMENT
26,08222016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
26,08232016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
26,08232016,Advance,Customer Time Out,POS Merchandise Reversal
26,08252016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
26,08252016,Consumer Recommendations Create MSR,NEW_ACCT_FUNDING_INFO,Settlements
26,08252016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
26,08252016,ACCOUNT HISTORY COPY REQUEST,Customer Email Change,PACKAGE_MAINT
26,08272016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
26,08292016,Balance Inquiry,Deposit,Referral to Business Insurance partner
26,08312016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
26,08312016,CIVSALES_PARTNER_REFERRAL_CREATED,IRA Contribution,REPORTS_CTI_REGISTER
26,09042016,College Information Maintenance,Memo,SELL_CREDIT
26,09042016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
26,09072016,ACCOUNT HISTORY COPY REQUEST,Customer Email Change,PACKAGE_MAINT
26,09072016,ATM Time Out,Customized Sumry in Spanish,Purchase Stamps
26,09092016,Account Hold Remove,Customer Maintenance - Process Beneficiary Services,PAYOFF PAYDOWN
26,09092016,Business  Deposit Only – Special Relationship flow,EFORM ACCESS,REPORT_ACCOUNT_CLOSE
26,09092016,Credit Offer at ATM,ONLINE SERVICE ,Stop Payment Delete
26,09102016,CIVSALES_TAB_CLICKER,LIGHT_INTERFACE_WITH_CIVSERVICE,Reverse Fee Request
26,09102016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
26,09102016,Credit Application,ONLINE CHANNEL MAINTENANCE,STATUS SUMMARY DETAIL
26,09112016,CIVSSALES_PMA_ACCOUNT_LINKAGES,LINE_LOAN_DELINQUENT,RIGHT_PANEL_QUICK_LINKS
26,09142016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
26,09142016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
26,09142016,Verify WFB Funds,Withdrawal Reversal,TRAVEL PLAN MAINTENANCE
26,09192016,Verify WFB Funds,Withdrawal Reversal,TRAVEL PLAN MAINTENANCE
26,09192016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
26,09192016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
26,09192016,Consumer  Credit Only flow selected,My Retirement Plan New,Service Fee History hyperlink accessed
26,09202016,Credit Offer at ATM,ONLINE SERVICE ,Stop Payment Delete
26,09202016,CIVSALES_CUSTOMER_OFFERS,HOME_EQUITY_CAMPAIGN_STATISTICS,REPORT_SSN_LOOKUP
26,09222016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
26,09232016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
26,09232016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
26,09232016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
26,09232016,CREDIT CARD REWARDS,ONLINE PROFILE MAINTENANCE,Stop Payment Add
26,09262016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
26,09282016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
26,10022016,CUAC Maintenance,Overdraft Protection Transfer,Transfer
26,10032016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
26,10072016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
26,10072016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
26,10112016,ADDRESS CHANGE,Customer Snapshot Inquiry,POS Merchandise Credit Reversal
26,10122016,Authorized Credit,Debit Reversal,Referral
26,10122016,Bank Product Purchase Reversal,Deposit Check,Referral to Mortgage partner
26,10122016,Consumer Recommendations Create MSR,NEW_ACCT_FUNDING_INFO,Settlements
26,10142016,Authorized Debit,DEP_PRODUCTS_AND_RATES,Referral to Business Banking Group (BBG) partner
26,10172016,CIVSALES_PARTNER_REFERRAL_CREATED,IRA Contribution,REPORTS_CTI_REGISTER
26,10172016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
26,10202016,Cash Non-WFB Check,Express 10 statement,REPORT_BCA_APPS_LOG
26,10202016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
26,10202016,CNA Added,M/G/F ,SCHEDULED TRANSFER
26,10232016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
26,10242016,CreateMSR,ODP DETAIL,Stamps Reversal
26,10252016,CIVSALES_ONLINE_BANKING_BILL_PAY,Internal debit reversal,REPORT_WAY2SAVE
26,10252016,Credit Offer at ATM,ONLINE SERVICE ,Stop Payment Delete
26,10312016,Cash WFB Check,Express Balance Statement,REPORT_CALL_PRICING
26,10312016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
26,10312016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
26,10312016,CHECK ORDER,FTO CONVERTER REQUEST,REPORT_ERROR_COMMENT
26,11022016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
26,11052016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
26,11052016,Cash EE Bond,Error,REPORT_AUTO_DELINK
26,11092016,CUAC Maintenance,Overdraft Protection Transfer,Transfer
26,11092016,Customer Address Change,Overdraft Protection Transfer Reversal,Transfer of Debit
26,11112016,CIVSALES_CREDIT_OPTION_GUIDE,Global Remittance,REPORT_SALES_TRACKING
26,11112016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
26,11112016,CREDIT CARD REWARDS,ONLINE PROFILE MAINTENANCE,Stop Payment Add
26,11112016,ATM Time Out,Customized Sumry in Spanish,Purchase Stamps
26,11142016,Add Banker Note,Customer Phone Change,POS Debit
26,11182016,Correction,NEW_ACCT_OWNERS,SOTA
26,11242016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
26,11242016,CIVSALES_TAB_CLICKER,LIGHT_INTERFACE_WITH_CIVSERVICE,Reverse Fee Request
26,11242016,CLIENT_SYSTEM_INFO,Lost Stolen Checks/Cards,Safe Deposit Rental
26,11292016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
26,11302016,Add Banker Note,Customer Phone Change,POS Debit
26,11302016,Balance Transfer Initiated,Deposit (Food Stamps),Referral to Business Payroll partner
26,12102016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
26,12102016,CIVSALES_SAVE_AS_YOU_GO_MAINTENANCE,IRA Unscheduled Distribution,Reverse Fee Decision
26,12102016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
26,12112016,Check Card Purchase Transaction,Fee Reversal/Refund/Reimb/Adjustmt,REPORT_ERROR
26,12122016,CHECK ORDER,FTO CONVERTER REQUEST,REPORT_ERROR_COMMENT
26,12122016,Balance Inquiry,Deposit,Referral to Business Insurance partner
26,12132016,CIVSALES_REPORT_REASON_FOR_CALL,IRA SERVICING,Returned Item
26,12142016,CIVSALES_CREDIT_OPTION_GUIDE,Global Remittance,REPORT_SALES_TRACKING
26,12182016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
26,12192016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
26,12242016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
26,12242016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
26,12252016,Consumer  New ATM/Check Card Only flow selected,My Retirement Plan Updated,Service Open - Business ATM Check Card
26,12272016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
26,12272016,CIVSALES_CUSTOMER_OFFERS,HOME_EQUITY_CAMPAIGN_STATISTICS,REPORT_SSN_LOOKUP
26,12272016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
26,12272016,Authorized Debit,DEP_PRODUCTS_AND_RATES,Referral to Business Banking Group (BBG) partner
26,12292016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
26,12302016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
26,12302016,Consumer  Credit Only flow selected,My Retirement Plan New,Service Fee History hyperlink accessed
26,12302016,ADDRESS CHANGE,Customer Snapshot Inquiry,POS Merchandise Credit Reversal
26,12312016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
27,07012016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
27,07012016,Credit Options guide (COG) tool accessed,ONLINE_WIRES,Sweep
27,07012016,CLIENT_SYSTEM_INFO,Lost Stolen Checks/Cards,Safe Deposit Rental
27,07022016,CIVSALES_PMA_ADD/REMOVE_OWNERS,IRA REPORTING,Returned Deposited Item
27,07022016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
27,07022016,Cash WFB Check-OWNER,Express No Balance,REPORT_CARD_CLAIMS
27,07022016,ATM/DEBIT PIN CARD,Customized Sumry via Online,QUALIFY_FOR_DEP_EDIT_ADDR_ID
27,07032016,Check,EXPRESSSEND_FIRST_TRANSFER,REPORT_CTI_POP
27,07042016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
27,07052016,Consumer Deposit Only flow selected,New Deposit Account Open funded via DDA to DDA Transfer,Service Open - Safe Deposit
27,07092016,Verify Non-WFB Funds,Withdrawal,TRAVEL PLAN INQUIRY
27,07092016,Account Closed,Customer Combine,OVERDRAFT_SERVICE_CHARGES
27,07112016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
27,07152016,CreateMSR,ODP DETAIL,Stamps Reversal
27,07152016,Check Card Credit,Fee Decision Tool Approval Queue,REPORT_CTI_REGISTER
27,07152016,Consumer Establish/Maintain Remittance Agreement,New Deposit Account Open funded via Debit/Credit Card,Service Setup Direct Deposit
27,07152016,Agent Call,Customer WIP Inquiry,POS Preauthorization Reversal
27,07182016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
27,07192016,Consumer Recommendations Create MSR,NEW_ACCT_FUNDING_INFO,Settlements
27,07222016,Competitor Accounts Inquiry,Misc Fee,Service Enroll Online Banking
27,07222016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
27,07242016,CREDIT CARD REWARDS,ONLINE PROFILE MAINTENANCE,Stop Payment Add
27,07262016,CIVSALES_CUSTOMER_OFFERS,HOME_EQUITY_CAMPAIGN_STATISTICS,REPORT_SSN_LOOKUP
27,07262016,Business Deposit – IOLTA flow selection,Download,REPORT LOGIN STATISTICS
27,08012016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
27,08032016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
27,08032016,Complete Contact Event,Miscellaneous,Service Enroll Remittance Agreement
27,08032016,Cash Check on Credit Card/LOC,Enroll Online Wires,REPORT_AUTHENTICATION_TRACKER_DATA
27,08032016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
27,08052016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
27,08102016,Bill Payment Reject,Direct Deposit Advance,REIMBURSEMENTS
27,08102016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
27,08102016,Consumer Establish/Maintain Remittance Agreement,New Deposit Account Open funded via Debit/Credit Card,Service Setup Direct Deposit
27,08102016,Wire Transfer Create,Wire Transfer Create,Wire Transfer Create
27,08142016,CIVSALES_PMA_ADD/REMOVE_OWNERS,IRA REPORTING,Returned Deposited Item
27,08142016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
27,08142016,CIVSALES_NEW_CUSTOMER­_PROFILE,Interest,REPORT_SUGGESTION
27,08182016,CIVSALES_CUSTOMER_SESSION,Incompleted Transaction - Cust Init,REPORT_STOP_PAYMENT
27,08182016,Authorized Credit,Debit Reversal,Referral
27,08182016,Credit Offer at ATM,ONLINE SERVICE ,Stop Payment Delete
27,08182016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
27,08192016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
27,08192016,Check Card Credit,Fee Decision Tool Approval Queue,REPORT_CTI_REGISTER
27,08202016,Balance Inquiry,Deposit,Referral to Business Insurance partner
27,08202016,Bank Product Purchase Reversal,Deposit Check,Referral to Mortgage partner
27,08222016,Account Inquiry,Customer Maintenance Employment,PERFORM MAINTENANCE
27,08222016,UpdateMSR,Wire Transfer Inquiry,Transfer Reversal
27,08222016,Cash WFB Check,Express Balance Statement,REPORT_CALL_PRICING
27,08222016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
27,08242016,CNA Added,M/G/F ,SCHEDULED TRANSFER
27,08252016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
27,08252016,Consumer Deposit and Credit flow selected,New Customer Profile,Service Open - Home Equity Access Card
27,08272016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
27,08272016,Agent Call,Customer WIP Inquiry,POS Preauthorization Reversal
27,08282016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
27,08292016,CIVSALES_REPORT_REASON_FOR_CALL,IRA SERVICING,Returned Item
27,08302016,Customer Address Change,Overdraft Protection Transfer Reversal,Transfer of Debit
27,08302016,Business Credit Only flow selection,Documents hyperlink accessed,REPORT FREQUENCY STATISTICS
27,09012016,CIVSALES_CUST_NEEDS_ASSESSMENT,Hold,REPORT_SESSION_END
27,09022016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
27,09022016,Bill Payment Reject,Direct Deposit Advance,REIMBURSEMENTS
27,09022016,CIVSALES_ONLINE_BANKING_BILL_PAY,Internal debit reversal,REPORT_WAY2SAVE
27,09022016,AUTHENTICATION_TRACKER_ON_OFF,Debit Adjustment,RECORDED AND PLANNED EVENTS STATS
27,09042016,Business  Deposit Only – Special Relationship flow,EFORM ACCESS,REPORT_ACCOUNT_CLOSE
27,09112016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
27,09112016,Business - Deposit - RETA flow  selected,Dividend,REPLACE CREDIT CARD (Lost Stolen or Damaged)
27,09112016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
27,09142016,Bank-initiated transfer,DIR_DEP_ADVANCE,Referral to Wealth Brokerage and Retirement partner
27,09152016,College Information Maintenance,Memo,SELL_CREDIT
27,09162016,Book Transfer Create,Direct Deposit Advance Reversal,Reopen
27,09162016,Consumer  Credit Only flow selected,My Retirement Plan New,Service Fee History hyperlink accessed
27,09162016,Account Open - IRA Account,Customer Maintenance Other,PMA Relationship Maintenance
27,09162016,CIVSALES_CUSTOMER_OFFERS,HOME_EQUITY_CAMPAIGN_STATISTICS,REPORT_SSN_LOOKUP
27,09192016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
27,09202016,CreateMSR,ODP DETAIL,Stamps Reversal
27,09202016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
27,09272016,Advance,Customer Time Out,POS Merchandise Reversal
27,09282016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
27,09282016,CIVSALES_CUST_PROFILE_EDITS,HOME EQUITY OFFER STATS,REPORT_SESSION_START
27,09292016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
27,09292016,Add Banker Note,Customer Phone Change,POS Debit
27,09292016,CreateMSR,ODP DETAIL,Stamps Reversal
27,09292016,Credit Adjustment,ODP Maintenance,STATE_RESTRICTION
27,09302016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
27,10022016,ATM/DEBIT PIN CARD,Customized Sumry via Online,QUALIFY_FOR_DEP_EDIT_ADDR_ID
27,10022016,Consumer Establish/Maintain Remittance Agreement,New Deposit Account Open funded via Debit/Credit Card,Service Setup Direct Deposit
27,10052016,College Information Maintenance,Memo,SELL_CREDIT
27,10062016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
27,10062016,Business Deposit and Credit flow selected,DUPLICATE_TIN_OVERRIDE,REPORT WORKFLOW STATISTICS
27,10062016,CIVSALES_RISK_SCREENING,IRA Transfer,Returned Item Adjustment
27,10062016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
27,10082016,Bank Product Purchase,Deposit Advance Reversal,Referral to Merchant Services partner
27,10082016,CIVSALES_CUST_PROFILE_EDITS,HOME EQUITY OFFER STATS,REPORT_SESSION_START
27,10112016,BALANCE TRANSFERS,Deposit Advance,Referral to Consumer Insurance partner
27,10112016,CNA Added,M/G/F ,SCHEDULED TRANSFER
27,10112016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
27,10132016,ACH Prenote,Customer Name Change,PMA_MAINTENANCE
27,10142016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
27,10162016,Bank-initiated debit,Deposit Reversal,Referral to Student Loan partner
27,10172016,CREDIT CARD REWARDS,ONLINE PROFILE MAINTENANCE,Stop Payment Add
27,10172016,CLIENT_SYSTEM_INFO,Lost Stolen Checks/Cards,Safe Deposit Rental
27,10182016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
27,10182016,Check Card Purchase Preauthorization,Fee Decision Tool is accessed from the Checking/Saving Account,REPORT_ECPR_STATS
27,10182016,Account Open,Customer Maintenance Income,PHOTOCOPY IMAGE RETRIEVAL
27,10182016,CONTACT_EVENT_CREATED,NEW_ACCT_OPEN,SOFTPHONE_EVENT
27,10192016,Cancel Contact Event,EFS PAYOFF,REPORT_ACCOUNT_LOOKUP
27,10192016,CIVSALES_NEW_PMA,Interest Adjustment,REPORT_TELEPHONE_TRANSFER
27,10192016,Credit Reversal,ORDER NEW HEAC CARD,Tax
27,10192016,CIVSALES_CIP_VALIDATION,Funds Transfer Maintained,REPORT_PASSWORD_OPTIONS
27,10222016,CIVSALES_CIP_UPDATE,Funds Transfer Detail Inquiry,REPORT_OUT_OF_WALLET_DATA
27,10222016,College Information Maintenance,Memo,SELL_CREDIT
27,10222016,CIVSALES_PARTNER_REFERRAL_CREATED,IRA Contribution,REPORTS_CTI_REGISTER
27,10252016,Advance Reversal,Customer to Customer Relationship Maintained,POS Preauthorization
27,10262016,CLIENT_SYSTEM_INFO,Lost Stolen Checks/Cards,Safe Deposit Rental
27,10272016,Bill Payment Reversal,Direct Deposit Advance Repayment,RENEW_TIME_ACCOUNT
27,10282016,Common Customer Event History tool Customer Level,Misc Credit,Service Enroll Bill Pay
27,10282016,Bank-initiated debit,Deposit Reversal,Referral to Student Loan partner
27,10292016,Add Contact Event,Customer Privacy Preferences Maintenance,POS Internal Debit
27,10292016,ATM Failure,CUSTOMER_EVENT_HISTORY,Purchase Cash Instrument
27,10302016,ATM/CHECK CARD MAINTENANCE,Customized Sumry NOT via Online,Purchase Wire
